brand_id,official_domain,vertical_l1,vertical_l2,original_brand_name,cleaned_brand_name,selected_source,brand_quality,final_brand_score,original_name_score,domain_candidate_score,reasons
brand_videojs-org_95568893,videojs.org,food_beverage,snacks,Videojs,Videojs,original_brand_name,valid,0.901,1,0.75,
brand_supremecourt-gov_d3cb7731,supremecourt.gov,gaming_entertainment,gaming,Supremecourt,Supremecourt,original_brand_name,valid,0.901,1,0.75,
brand_medicinenet-com_a2905c50,medicinenet.com,health_wellness,healthcare,Medicinenet,Medicinenet,original_brand_name,valid,0.901,1,0.75,
brand_wikiwand-com_5f01cfe1,wikiwand.com,home_appliance,kitchen_appliance,Wikiwand,Wikiwand,original_brand_name,valid,0.901,1,0.75,
brand_radiofrance-fr_c5e9753d,radiofrance.fr,home_improvement,home_decor,Radiofrance,Radiofrance,original_brand_name,valid,0.901,1,0.75,
brand_bhg-com_842329ff,bhg.com,local_services,food_delivery,Bhg,Bhg,original_brand_name,valid,0.901,1,0.75,
brand_unity3d-com_aee1f229,unity3d.com,mobility,automotive,Unity3d,Unity3d,original_brand_name,valid,0.901,1,0.75,
brand_com-ua_97eefbe6,com.ua,pet,pet_supplies,Com,Com,original_brand_name,valid,0.901,1,0.75,
brand_doaj-org_5248ff5d,doaj.org,saas,productivity,Doaj,Doaj,original_brand_name,valid,0.901,1,0.75,
brand_ifixit-com_1fd7db3f,ifixit.com,sports_outdoor,fitness,Ifixit,Ifixit,original_brand_name,valid,0.901,1,0.75,
brand_scholastic-com_19df2cdc,scholastic.com,travel_hospitality,hotel_booking,Scholastic,Scholastic,original_brand_name,valid,0.901,1,0.75,
brand_wdr-de_a96429d3,wdr.de,art_culture,craft,Wdr,Wdr,original_brand_name,valid,0.901,1,0.75,
brand_gulfnews-com_1a03bdeb,gulfnews.com,b2b_services,business_service,Gulfnews,Gulfnews,original_brand_name,valid,0.901,1,0.75,
brand_ku-edu_fc0a1c6d,ku.edu,baby_parenting,baby_products,Ku,Ku,original_brand_name,valid,0.901,1,0.75,
brand_b-cdn-net_984c8725,b-cdn.net,beauty_personal_care,cosmetics,B Cdn,B Cdn,original_brand_name,valid,0.901,1,0.75,
brand_nydailynews-com_4570a390,nydailynews.com,consumer_electronics,laptop,Nydailynews,Nydailynews,original_brand_name,valid,0.901,1,0.75,
brand_yomiuri-co-jp_c74cd9fb,yomiuri.co.jp,developer_tools,dev_platform,Yomiuri,Yomiuri,original_brand_name,valid,0.901,1,0.75,
brand_letterboxd-com_091ddabe,letterboxd.com,education,online_learning,Letterboxd,Letterboxd,original_brand_name,valid,0.901,1,0.75,
brand_mariadb-org_44ea16ef,mariadb.org,fashion,footwear,Mariadb,Mariadb,original_brand_name,valid,0.901,1,0.75,
brand_nfpa-org_32dee567,nfpa.org,finance,digital_banking,Nfpa,Nfpa,original_brand_name,valid,0.901,1,0.75,
brand_myanimelist-net_4abea7c5,myanimelist.net,food_beverage,snacks,Myanimelist,Myanimelist,original_brand_name,valid,0.901,1,0.75,
brand_buzzfeednews-com_3d0ff518,buzzfeednews.com,gaming_entertainment,gaming,Buzzfeednews,Buzzfeednews,original_brand_name,valid,0.901,1,0.75,
brand_caranddriver-com_3004b975,caranddriver.com,health_wellness,healthcare,Caranddriver,Caranddriver,original_brand_name,valid,0.901,1,0.75,
brand_lviv-ua_52c6e6ce,lviv.ua,home_appliance,kitchen_appliance,Lviv,Lviv,original_brand_name,valid,0.901,1,0.75,
brand_taylorfrancis-com_d07c50f7,taylorfrancis.com,home_improvement,home_decor,Taylorfrancis,Taylorfrancis,original_brand_name,valid,0.901,1,0.75,
brand_google-com-mx_e9681abf,google.com.mx,local_services,food_delivery,Google,Google,original_brand_name,valid,0.901,1,0.75,
brand_govdelivery-com_9aac1b71,govdelivery.com,mobility,automotive,Govdelivery,Govdelivery,original_brand_name,valid,0.901,1,0.75,
brand_yamaha-com_9140b578,yamaha.com,pet,pet_supplies,Yamaha,Yamaha,original_brand_name,valid,0.901,1,0.75,
brand_akamai-com_65e2466e,akamai.com,saas,productivity,Akamai,Akamai,original_brand_name,valid,0.901,1,0.75,
brand_realsimple-com_8ddf5dad,realsimple.com,sports_outdoor,fitness,Realsimple,Realsimple,original_brand_name,valid,0.901,1,0.75,
brand_kriesi-at_2b1ba754,kriesi.at,travel_hospitality,hotel_booking,Kriesi,Kriesi,original_brand_name,valid,0.901,1,0.75,
brand_ancestry-com_5487530f,ancestry.com,art_culture,craft,Ancestry,Ancestry,original_brand_name,valid,0.901,1,0.75,
brand_study-com_d21fc05c,study.com,b2b_services,business_service,Study,Study,original_brand_name,valid,0.901,1,0.75,
brand_lufthansa-com_75237b12,lufthansa.com,baby_parenting,baby_products,Lufthansa,Lufthansa,original_brand_name,valid,0.901,1,0.75,
brand_squid-cache-org_0a3ef53b,squid-cache.org,beauty_personal_care,skincare,Squid Cache,Squid Cache,original_brand_name,valid,0.901,1,0.75,
brand_thedailybeast-com_b8e6d327,thedailybeast.com,consumer_electronics,smartphone,Thedailybeast,Thedailybeast,original_brand_name,valid,0.901,1,0.75,
brand_businessnewsdaily-com_8a5051be,businessnewsdaily.com,developer_tools,dev_platform,Businessnewsdaily,Businessnewsdaily,original_brand_name,valid,0.901,1,0.75,
brand_rte-ie_01118924,rte.ie,education,online_learning,Rte,Rte,original_brand_name,valid,0.901,1,0.75,
brand_apachelounge-com_3502e73f,apachelounge.com,fashion,apparel,Apachelounge,Apachelounge,original_brand_name,valid,0.901,1,0.75,
brand_appleinsider-com_42c18fce,appleinsider.com,finance,digital_banking,Appleinsider,Appleinsider,original_brand_name,valid,0.901,1,0.75,
brand_mlive-com_2109909f,mlive.com,food_beverage,snacks,Mlive,Mlive,original_brand_name,valid,0.901,1,0.75,
brand_fu-berlin-de_13501bf4,fu-berlin.de,gaming_entertainment,gaming,Fu Berlin,Fu Berlin,original_brand_name,valid,0.901,1,0.75,
brand_bleacherreport-com_9e4f1b9d,bleacherreport.com,health_wellness,healthcare,Bleacherreport,Bleacherreport,original_brand_name,valid,0.901,1,0.75,
brand_googlepages-com_5e5af4f7,googlepages.com,home_appliance,kitchen_appliance,Googlepages,Googlepages,original_brand_name,valid,0.901,1,0.75,
brand_benzinga-com_be1789a8,benzinga.com,home_improvement,home_decor,Benzinga,Benzinga,original_brand_name,valid,0.901,1,0.75,
brand_weibo-cn_a1f96604,weibo.cn,local_services,food_delivery,Weibo,Weibo,original_brand_name,valid,0.901,1,0.75,
brand_wbur-org_bcaae848,wbur.org,mobility,automotive,Wbur,Wbur,original_brand_name,valid,0.901,1,0.75,
brand_streamable-com_6e4d8d42,streamable.com,pet,pet_supplies,Streamable,Streamable,original_brand_name,valid,0.901,1,0.75,
brand_pa-us_95f3743c,pa.us,saas,productivity,Pa,Pa,original_brand_name,valid,0.901,1,0.75,
brand_jiathis-com_58099de6,jiathis.com,sports_outdoor,fitness,Jiathis,Jiathis,original_brand_name,valid,0.901,1,0.75,
brand_gitlab-io_469184b3,gitlab.io,travel_hospitality,hotel_booking,Gitlab,Gitlab,original_brand_name,valid,0.901,1,0.75,
brand_theonion-com_d98c2023,theonion.com,art_culture,craft,Theonion,Theonion,original_brand_name,valid,0.901,1,0.75,
brand_zblogcn-com_29e37508,zblogcn.com,b2b_services,business_service,Zblogcn,Zblogcn,original_brand_name,valid,0.901,1,0.75,
brand_nrw-de_07914d6f,nrw.de,baby_parenting,baby_products,Nrw,Nrw,original_brand_name,valid,0.901,1,0.75,
brand_toutiao-com_2d0af604,toutiao.com,beauty_personal_care,cosmetics,Toutiao,Toutiao,original_brand_name,valid,0.901,1,0.75,
brand_mastercard-com_1dd6781c,mastercard.com,consumer_electronics,laptop,Mastercard,Mastercard,original_brand_name,valid,0.901,1,0.75,
brand_nrdc-org_d4267ff3,nrdc.org,developer_tools,dev_platform,Nrdc,Nrdc,original_brand_name,valid,0.901,1,0.75,
brand_gov-pl_e16b6be7,gov.pl,education,online_learning,Gov,Gov,original_brand_name,valid,0.901,1,0.75,
brand_foodnetwork-com_ed740048,foodnetwork.com,fashion,footwear,Foodnetwork,Foodnetwork,original_brand_name,valid,0.901,1,0.75,
brand_re-kr_910f963c,re.kr,finance,digital_banking,Re,Re,original_brand_name,valid,0.901,1,0.75,
brand_malwarebytes-com_6d0f2006,malwarebytes.com,food_beverage,snacks,Malwarebytes,Malwarebytes,original_brand_name,valid,0.901,1,0.75,
brand_uva-nl_a44819ce,uva.nl,gaming_entertainment,gaming,Uva,Uva,original_brand_name,valid,0.901,1,0.75,
brand_inria-fr_fd7e9f8a,inria.fr,health_wellness,healthcare,Inria,Inria,original_brand_name,valid,0.901,1,0.75,
brand_windowsphone-com_cc916813,windowsphone.com,home_appliance,kitchen_appliance,Windowsphone,Windowsphone,original_brand_name,valid,0.901,1,0.75,
brand_nextcloud-com_6d5b590c,nextcloud.com,home_improvement,home_decor,Nextcloud,Nextcloud,original_brand_name,valid,0.901,1,0.75,
brand_centos-org_cc7198f9,centos.org,local_services,food_delivery,Centos,Centos,original_brand_name,valid,0.901,1,0.75,
brand_stern-de_84279e3c,stern.de,mobility,automotive,Stern,Stern,original_brand_name,valid,0.901,1,0.75,
brand_fivethirtyeight-com_8f1da6a2,fivethirtyeight.com,pet,pet_supplies,Fivethirtyeight,Fivethirtyeight,original_brand_name,valid,0.901,1,0.75,
brand_clck-ru_00248c42,clck.ru,saas,productivity,Clck,Clck,original_brand_name,valid,0.901,1,0.75,
brand_usaid-gov_a6b523af,usaid.gov,sports_outdoor,fitness,Usaid,Usaid,original_brand_name,valid,0.901,1,0.75,
brand_messefrankfurt-com_bca896d4,messefrankfurt.com,travel_hospitality,hotel_booking,Messefrankfurt,Messefrankfurt,original_brand_name,valid,0.901,1,0.75,
brand_ilsole24ore-com_15f1e1e9,ilsole24ore.com,art_culture,craft,Ilsole24ore,Ilsole24ore,original_brand_name,valid,0.901,1,0.75,
brand_edublogs-org_6247d558,edublogs.org,b2b_services,business_service,Edublogs,Edublogs,original_brand_name,valid,0.901,1,0.75,
brand_nationalreview-com_e223ad17,nationalreview.com,baby_parenting,baby_products,Nationalreview,Nationalreview,domain_candidate,valid,0.726,0.55,0.75,non_brand_hint
brand_mapquest-com_857f1f49,mapquest.com,beauty_personal_care,skincare,Mapquest,Mapquest,original_brand_name,valid,0.901,1,0.75,
brand_mlb-com_3357b439,mlb.com,consumer_electronics,smartphone,Mlb,Mlb,original_brand_name,valid,0.901,1,0.75,
brand_redfin-com_e19f9282,redfin.com,developer_tools,dev_platform,Redfin,Redfin,original_brand_name,valid,0.901,1,0.75,
brand_self-com_a4c9d8fc,self.com,education,online_learning,Self,Self,original_brand_name,valid,0.901,1,0.75,
brand_iqiyi-com_fae32ddd,iqiyi.com,fashion,apparel,Iqiyi,Iqiyi,original_brand_name,valid,0.901,1,0.75,
brand_europepmc-org_63a3aabf,europepmc.org,finance,digital_banking,Europepmc,Europepmc,original_brand_name,valid,0.901,1,0.75,
brand_mynavi-jp_02af42e9,mynavi.jp,food_beverage,snacks,Mynavi,Mynavi,original_brand_name,valid,0.901,1,0.75,
brand_themeansar-com_778759e5,themeansar.com,gaming_entertainment,gaming,Themeansar,Themeansar,original_brand_name,valid,0.901,1,0.75,
brand_united-domains-de_7a79bfa1,united-domains.de,health_wellness,healthcare,United Domains,United Domains,original_brand_name,valid,0.901,1,0.75,
brand_ask-com_e5c3ff79,ask.com,home_appliance,kitchen_appliance,Ask,Ask,original_brand_name,valid,0.901,1,0.75,
brand_pinterest-de_1db5df64,pinterest.de,home_improvement,home_decor,Pinterest,Pinterest,original_brand_name,valid,0.901,1,0.75,
brand_helpguide-org_cad2ab90,helpguide.org,local_services,food_delivery,Helpguide,Helpguide,domain_candidate,valid,0.726,0.55,0.75,non_brand_hint
brand_zotero-org_21cf784c,zotero.org,mobility,automotive,Zotero,Zotero,original_brand_name,valid,0.901,1,0.75,
brand_spaceship-com_0c41df14,spaceship.com,pet,pet_supplies,Spaceship,Spaceship,original_brand_name,valid,0.901,1,0.75,
brand_theknot-com_61199c88,theknot.com,saas,productivity,Theknot,Theknot,original_brand_name,valid,0.901,1,0.75,
brand_topuniversities-com_510f9e45,topuniversities.com,sports_outdoor,fitness,Topuniversities,Topuniversities,original_brand_name,valid,0.901,1,0.75,
brand_financialexpress-com_40e76802,financialexpress.com,travel_hospitality,hotel_booking,Financialexpress,Financialexpress,original_brand_name,valid,0.901,1,0.75,
brand_washingtonexaminer-com_5b8d7206,washingtonexaminer.com,art_culture,craft,Washingtonexaminer,Washingtonexaminer,original_brand_name,valid,0.901,1,0.75,
brand_main-jp_84177395,main.jp,b2b_services,business_service,Main,Main,original_brand_name,valid,0.901,1,0.75,
brand_mordorintelligence-com_727c7221,mordorintelligence.com,baby_parenting,baby_products,Mordorintelligence,Mordorintelligence,original_brand_name,valid,0.901,1,0.75,
brand_thestar-com_faf025a7,thestar.com,beauty_personal_care,cosmetics,Thestar,Thestar,original_brand_name,valid,0.901,1,0.75,
brand_gamespot-com_bd3952f4,gamespot.com,consumer_electronics,laptop,Gamespot,Gamespot,original_brand_name,valid,0.901,1,0.75,
brand_bp-com_792c67a2,bp.com,developer_tools,dev_platform,Bp,Bp,original_brand_name,valid,0.901,1,0.75,
brand_oclc-org_f0620040,oclc.org,education,online_learning,Oclc,Oclc,original_brand_name,valid,0.901,1,0.75,
brand_ntp-org_11d94eb3,ntp.org,fashion,footwear,Ntp,Ntp,original_brand_name,valid,0.901,1,0.75,
brand_geocities-jp_1dfaa5f6,geocities.jp,finance,digital_banking,Geocities,Geocities,original_brand_name,valid,0.901,1,0.75,
brand_osf-io_6b47d26a,osf.io,food_beverage,snacks,Osf,Osf,original_brand_name,valid,0.901,1,0.75,
brand_ajc-com_83bc5c49,ajc.com,gaming_entertainment,gaming,Ajc,Ajc,original_brand_name,valid,0.901,1,0.75,
brand_go-ke_7cca0028,go.ke,health_wellness,healthcare,Go,Go,original_brand_name,valid,0.901,1,0.75,
brand_bain-com_640681b4,bain.com,home_appliance,kitchen_appliance,Bain,Bain,original_brand_name,valid,0.901,1,0.75,
brand_starwars-com_8311b5bc,starwars.com,home_improvement,home_decor,Starwars,Starwars,original_brand_name,valid,0.901,1,0.75,
brand_lifehack-org_885713f3,lifehack.org,local_services,food_delivery,Lifehack,Lifehack,original_brand_name,valid,0.901,1,0.75,
brand_agoda-com_edf22fb9,agoda.com,mobility,automotive,Agoda,Agoda,original_brand_name,valid,0.901,1,0.75,
brand_wri-org_66966fac,wri.org,pet,pet_supplies,Wri,Wri,original_brand_name,valid,0.901,1,0.75,
brand_syr-edu_33364fb3,syr.edu,saas,productivity,Syr,Syr,original_brand_name,valid,0.901,1,0.75,
brand_miami-edu_811d3b8e,miami.edu,sports_outdoor,fitness,Miami,Miami,original_brand_name,valid,0.901,1,0.75,
brand_shutterfly-com_8b655dff,shutterfly.com,travel_hospitality,hotel_booking,Shutterfly,Shutterfly,original_brand_name,valid,0.901,1,0.75,
brand_yadi-sk_8d2a0a52,yadi.sk,art_culture,craft,Yadi,Yadi,original_brand_name,valid,0.901,1,0.75,
brand_google-se_3228934d,google.se,b2b_services,business_service,Google,Google,original_brand_name,valid,0.901,1,0.75,
brand_loom-com_da65e882,loom.com,baby_parenting,baby_products,Loom,Loom,original_brand_name,valid,0.901,1,0.75,
brand_disney-com_602e8146,disney.com,beauty_personal_care,skincare,Disney,Disney,original_brand_name,valid,0.901,1,0.75,
brand_houzz-com_c65edd8c,houzz.com,consumer_electronics,smartphone,Houzz,Houzz,original_brand_name,valid,0.901,1,0.75,
brand_post-gazette-com_8eec7311,post-gazette.com,developer_tools,dev_platform,Post Gazette,Post Gazette,original_brand_name,valid,0.901,1,0.75,
brand_ethereum-org_71b3b629,ethereum.org,education,online_learning,Ethereum,Ethereum,original_brand_name,valid,0.901,1,0.75,
brand_sophos-com_12d8f3bf,sophos.com,fashion,apparel,Sophos,Sophos,original_brand_name,valid,0.901,1,0.75,
brand_pandora-com_17510792,pandora.com,finance,digital_banking,Pandora,Pandora,original_brand_name,valid,0.901,1,0.75,
brand_icrc-org_b8f1587f,icrc.org,food_beverage,snacks,Icrc,Icrc,original_brand_name,valid,0.901,1,0.75,
brand_stitcher-com_acd1a351,stitcher.com,gaming_entertainment,gaming,Stitcher,Stitcher,original_brand_name,valid,0.901,1,0.75,
brand_cnr-it_de5f8056,cnr.it,health_wellness,healthcare,Cnr,Cnr,original_brand_name,valid,0.901,1,0.75,
brand_vaticannews-va_eae733be,vaticannews.va,home_appliance,kitchen_appliance,Vaticannews,Vaticannews,original_brand_name,valid,0.901,1,0.75,
brand_real-com_467d7117,real.com,home_improvement,home_decor,Real,Real,original_brand_name,valid,0.901,1,0.75,
brand_formula1-com_4d31014b,formula1.com,local_services,food_delivery,Formula1,Formula1,original_brand_name,valid,0.901,1,0.75,
brand_ecfr-gov_924c073e,ecfr.gov,mobility,automotive,Ecfr,Ecfr,original_brand_name,valid,0.901,1,0.75,
brand_business2community-com_9cef9892,business2community.com,pet,pet_supplies,Business2community,Business2community,original_brand_name,valid,0.901,1,0.75,
brand_haveibeenpwned-com_f204746b,haveibeenpwned.com,saas,productivity,Haveibeenpwned,Haveibeenpwned,original_brand_name,valid,0.901,1,0.75,
brand_maine-gov_c84103b8,maine.gov,sports_outdoor,fitness,Maine,Maine,original_brand_name,valid,0.901,1,0.75,
brand_imgix-net_8677a558,imgix.net,travel_hospitality,hotel_booking,Imgix,Imgix,original_brand_name,valid,0.901,1,0.75,
brand_sketchup-com_f0ed0636,sketchup.com,art_culture,craft,Sketchup,Sketchup,original_brand_name,valid,0.901,1,0.75,
brand_formstack-com_73996f1d,formstack.com,b2b_services,business_service,Formstack,Formstack,original_brand_name,valid,0.901,1,0.75,
brand_repec-org_76fa4e2b,repec.org,baby_parenting,baby_products,Repec,Repec,original_brand_name,valid,0.901,1,0.75,
brand_searchengineland-com_6687ff8e,searchengineland.com,beauty_personal_care,cosmetics,Searchengineland,Searchengineland,original_brand_name,valid,0.901,1,0.75,
brand_billboard-com_1f0ad61d,billboard.com,consumer_electronics,laptop,Billboard,Billboard,original_brand_name,valid,0.901,1,0.75,
brand_bayer-com_9a986708,bayer.com,developer_tools,dev_platform,Bayer,Bayer,original_brand_name,valid,0.901,1,0.75,
brand_esri-com_22db6800,esri.com,education,online_learning,Esri,Esri,original_brand_name,valid,0.901,1,0.75,
brand_hotjar-com_c22628ea,hotjar.com,fashion,footwear,Hotjar,Hotjar,original_brand_name,valid,0.901,1,0.75,
brand_towardsdatascience-com_304f1453,towardsdatascience.com,finance,digital_banking,Towardsdatascience,Towardsdatascience,original_brand_name,valid,0.901,1,0.75,
brand_cafepress-com_ae1c9e50,cafepress.com,food_beverage,snacks,Cafepress,Cafepress,original_brand_name,valid,0.901,1,0.75,
brand_tum-de_9c67a872,tum.de,gaming_entertainment,gaming,Tum,Tum,original_brand_name,valid,0.901,1,0.75,
brand_co-id_03866228,co.id,health_wellness,healthcare,Co,Co,original_brand_name,valid,0.901,1,0.75,
brand_capgemini-com_8b6ac7ee,capgemini.com,home_appliance,kitchen_appliance,Capgemini,Capgemini,original_brand_name,valid,0.901,1,0.75,
brand_cri-cn_13efdb21,cri.cn,home_improvement,home_decor,Cri,Cri,original_brand_name,valid,0.901,1,0.75,
brand_people-cn_4be70f59,people.cn,local_services,food_delivery,People,People,original_brand_name,valid,0.901,1,0.75,
brand_bc-edu_16d75faf,bc.edu,mobility,automotive,Bc,Bc,original_brand_name,valid,0.901,1,0.75,
brand_cargocollective-com_7e9b58d8,cargocollective.com,pet,pet_supplies,Cargocollective,Cargocollective,original_brand_name,valid,0.901,1,0.75,
brand_archive-ph_28f1001a,archive.ph,saas,productivity,Archive,Archive,original_brand_name,valid,0.901,1,0.75,
brand_provenexpert-com_a96bcc36,provenexpert.com,sports_outdoor,fitness,Provenexpert,Provenexpert,original_brand_name,valid,0.901,1,0.75,
brand_womenshealthmag-com_a5f74e30,womenshealthmag.com,travel_hospitality,hotel_booking,Womenshealthmag,Womenshealthmag,original_brand_name,valid,0.901,1,0.75,
brand_dzone-com_dbbb87fb,dzone.com,art_culture,craft,Dzone,Dzone,original_brand_name,valid,0.901,1,0.75,
brand_ardmediathek-de_96c359b2,ardmediathek.de,b2b_services,business_service,Ardmediathek,Ardmediathek,original_brand_name,valid,0.901,1,0.75,
brand_flightradar24-com_912eeb29,flightradar24.com,baby_parenting,baby_products,Flightradar24,Flightradar24,original_brand_name,valid,0.901,1,0.75,
brand_libpng-org_067aca5b,libpng.org,beauty_personal_care,skincare,Libpng,Libpng,original_brand_name,valid,0.901,1,0.75,
brand_alipay-com_7a90394a,alipay.com,consumer_electronics,smartphone,Alipay,Alipay,original_brand_name,valid,0.901,1,0.75,
brand_gitea-io_7df1b1ed,gitea.io,developer_tools,dev_platform,Gitea,Gitea,original_brand_name,valid,0.901,1,0.75,
brand_uni-hamburg-de_b8d18afc,uni-hamburg.de,education,online_learning,Uni Hamburg,Uni Hamburg,original_brand_name,valid,0.901,1,0.75,
brand_dzen-ru_bd3a4838,dzen.ru,fashion,apparel,Dzen,Dzen,original_brand_name,valid,0.901,1,0.75,
brand_primevideo-com_8306c022,primevideo.com,finance,digital_banking,Primevideo,Primevideo,original_brand_name,valid,0.901,1,0.75,
brand_info-pl_ddd2b628,info.pl,food_beverage,snacks,Info,Info,original_brand_name,valid,0.901,1,0.75,
brand_drugs-com_049f96bd,drugs.com,gaming_entertainment,gaming,Drugs,Drugs,original_brand_name,valid,0.901,1,0.75,
brand_ubs-com_74713d99,ubs.com,health_wellness,healthcare,Ubs,Ubs,original_brand_name,valid,0.901,1,0.75,
brand_thinkific-com_9cc5f604,thinkific.com,home_appliance,kitchen_appliance,Thinkific,Thinkific,original_brand_name,valid,0.901,1,0.75,
brand_insidehighered-com_ea16c08e,insidehighered.com,home_improvement,home_decor,Insidehighered,Insidehighered,original_brand_name,valid,0.901,1,0.75,
brand_nature-org_5f6672ef,nature.org,local_services,food_delivery,Nature,Nature,original_brand_name,valid,0.901,1,0.75,
brand_hashicorp-com_cc3d7194,hashicorp.com,mobility,automotive,Hashicorp,Hashicorp,original_brand_name,valid,0.901,1,0.75,
brand_dg-datenschutz-de_0a065b4f,dg-datenschutz.de,pet,pet_supplies,Dg Datenschutz,Dg Datenschutz,original_brand_name,valid,0.901,1,0.75,
brand_netdna-ssl-com_0544b9e2,netdna-ssl.com,saas,productivity,Netdna Ssl,Netdna Ssl,original_brand_name,valid,0.901,1,0.75,
brand_wbs-law-de_b7a9d5f1,wbs-law.de,sports_outdoor,fitness,Wbs Law,Wbs Law,original_brand_name,valid,0.901,1,0.75,
brand_unige-ch_5e430f34,unige.ch,travel_hospitality,hotel_booking,Unige,Unige,original_brand_name,valid,0.901,1,0.75,
brand_dnb-com_aca95dd2,dnb.com,art_culture,craft,Dnb,Dnb,original_brand_name,valid,0.901,1,0.75,
brand_esteri-it_70be2d26,esteri.it,b2b_services,business_service,Esteri,Esteri,original_brand_name,valid,0.901,1,0.75,
brand_kit-edu_91f15e97,kit.edu,baby_parenting,baby_products,Kit,Kit,original_brand_name,valid,0.901,1,0.75,
brand_site-com_cd238b1d,site.com,beauty_personal_care,cosmetics,Site,Site,original_brand_name,valid,0.901,1,0.3,generic_domain_root
brand_e-recht24-de_0b5c7c6a,e-recht24.de,consumer_electronics,laptop,E Recht24,E Recht24,original_brand_name,valid,0.901,1,0.75,
brand_daum-net_c38b1c39,daum.net,developer_tools,dev_platform,Daum,Daum,original_brand_name,valid,0.901,1,0.75,
brand_kp-ru_3cf8bae0,kp.ru,education,online_learning,Kp,Kp,original_brand_name,valid,0.901,1,0.75,
brand_globalnews-ca_7676f1d2,globalnews.ca,fashion,footwear,Globalnews,Globalnews,original_brand_name,valid,0.901,1,0.75,
brand_cntraveler-com_880e2f10,cntraveler.com,finance,digital_banking,Cntraveler,Cntraveler,original_brand_name,valid,0.901,1,0.75,
brand_diabetes-org_5670000e,diabetes.org,food_beverage,snacks,Diabetes,Diabetes,original_brand_name,valid,0.901,1,0.75,
brand_alz-org_2600e2d9,alz.org,gaming_entertainment,gaming,Alz,Alz,original_brand_name,valid,0.901,1,0.75,
brand_afp-com_403a9c20,afp.com,health_wellness,healthcare,Afp,Afp,original_brand_name,valid,0.901,1,0.75,
brand_eaton-com_58e3449a,eaton.com,home_appliance,kitchen_appliance,Eaton,Eaton,original_brand_name,valid,0.901,1,0.75,
brand_pearson-com_379693f1,pearson.com,home_improvement,home_decor,Pearson,Pearson,original_brand_name,valid,0.901,1,0.75,
brand_bl-uk_729f4e15,bl.uk,local_services,food_delivery,Bl,Bl,original_brand_name,valid,0.901,1,0.75,
brand_csic-es_c2829339,csic.es,mobility,automotive,Csic,Csic,original_brand_name,valid,0.901,1,0.75,
brand_chronicle-com_d01b777a,chronicle.com,pet,pet_supplies,Chronicle,Chronicle,original_brand_name,valid,0.901,1,0.75,
brand_blurb-com_4fd252f1,blurb.com,saas,productivity,Blurb,Blurb,original_brand_name,valid,0.901,1,0.75,
brand_ets-org_c4de84d0,ets.org,sports_outdoor,fitness,Ets,Ets,original_brand_name,valid,0.901,1,0.75,
brand_vecteezy-com_d38ed1cd,vecteezy.com,travel_hospitality,hotel_booking,Vecteezy,Vecteezy,original_brand_name,valid,0.901,1,0.75,
brand_wikispaces-com_18d7a3ac,wikispaces.com,art_culture,craft,Wikispaces,Wikispaces,original_brand_name,valid,0.901,1,0.75,
brand_tampabay-com_a164ce48,tampabay.com,b2b_services,business_service,Tampabay,Tampabay,original_brand_name,valid,0.901,1,0.75,
brand_pxf-io_5a5ec2d4,pxf.io,baby_parenting,baby_products,Pxf,Pxf,original_brand_name,valid,0.901,1,0.75,
brand_buzzsprout-com_0e080026,buzzsprout.com,beauty_personal_care,skincare,Buzzsprout,Buzzsprout,original_brand_name,valid,0.901,1,0.75,
brand_justia-com_0d7f0d2d,justia.com,consumer_electronics,smartphone,Justia,Justia,original_brand_name,valid,0.901,1,0.75,
brand_ewg-org_dfcad8b5,ewg.org,developer_tools,dev_platform,Ewg,Ewg,original_brand_name,valid,0.901,1,0.75,
brand_parents-com_a19595ef,parents.com,education,online_learning,Parents,Parents,original_brand_name,valid,0.901,1,0.75,
brand_homedepot-com_1aa9fa48,homedepot.com,fashion,apparel,Homedepot,Homedepot,original_brand_name,valid,0.901,1,0.75,
brand_annualreviews-org_79c623da,annualreviews.org,finance,digital_banking,Annualreviews,Annualreviews,domain_candidate,valid,0.726,0.55,0.75,non_brand_hint
brand_edu-tw_302137af,edu.tw,food_beverage,snacks,Edu,Edu,original_brand_name,valid,0.901,1,0.75,
brand_gmw-cn_d1aa762b,gmw.cn,gaming_entertainment,gaming,Gmw,Gmw,original_brand_name,valid,0.901,1,0.75,
brand_elespanol-com_d8f3aa82,elespanol.com,health_wellness,healthcare,Elespanol,Elespanol,original_brand_name,valid,0.901,1,0.75,
brand_clickup-com_169d91bc,clickup.com,home_appliance,kitchen_appliance,Clickup,Clickup,original_brand_name,valid,0.901,1,0.75,
brand_jsonline-com_f707d009,jsonline.com,home_improvement,home_decor,Jsonline,Jsonline,original_brand_name,valid,0.901,1,0.75,
brand_outsideonline-com_11337ff7,outsideonline.com,local_services,food_delivery,Outsideonline,Outsideonline,original_brand_name,valid,0.901,1,0.75,
brand_co-th_42770ad9,co.th,mobility,automotive,Co,Co,original_brand_name,valid,0.901,1,0.75,
brand_smartsheet-com_ebfdc142,smartsheet.com,pet,pet_supplies,Smartsheet,Smartsheet,original_brand_name,valid,0.901,1,0.75,
brand_iucn-org_da243484,iucn.org,saas,productivity,Iucn,Iucn,original_brand_name,valid,0.901,1,0.75,
brand_justpaste-it_6b6597a6,justpaste.it,sports_outdoor,fitness,Justpaste,Justpaste,original_brand_name,valid,0.901,1,0.75,
